city_key,city,country,lat,lon,abs_lat,population,elevation_m,lat_zone,story_tag,season_aegypti,season_start_aegypti,season_end_aegypti,cumulative_aegypti,peak_score_aegypti,bimodal_flag_aegypti,suitability_tier_aegypti,season_albopictus,season_start_albopictus,season_end_albopictus,cumulative_albopictus,peak_score_albopictus,bimodal_flag_albopictus,suitability_tier_albopictus,species_divergence,summer_vpd,altitude_suppressed,tropical_hotspot,invasion_front,mediterranean_pattern,year_round_suitability,emerging_suitability_zone,temperate_albopictus_advantage
"Malanje, Angola",Malanje,Angola,-9.5333,16.35,9.5333,604215,1138.0,Tropics,Year-Round Suitability,12,1.0,12.0,6.599,0.615,True,Seasonal,12,1.0,12.0,9.306,0.845,True,Extended,0,0.609,False,False,False,False,True,False,False
"Kryvyi Rih, Ukraine",Kryvyi Rih,Ukraine,47.91,33.39,47.91,603904,99.0,Temperate,Invasion Front,3,6.0,8.0,1.834,0.594,False,Marginal,4,5.0,8.0,2.652,0.802,False,Seasonal,1,1.126,False,False,True,False,False,False,True
"Djibouti, Djibouti",Djibouti,Djibouti,11.5944,43.1481,11.5944,603900,9.0,Tropics,Tropical Hotspot,9,1.0,12.0,7.347,0.973,False,Extended,8,1.0,12.0,6.808,0.978,False,Seasonal,-1,2.6,False,True,False,False,False,False,False
"Zhuozhou, China",Zhuozhou,China,39.485,115.974,39.485,603535,37.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.311,0.892,False,Seasonal,4,5.0,8.0,2.477,0.71,False,Seasonal,-1,1.266,False,False,False,False,False,True,False
"Tianchang, China",Tianchang,China,32.6811,119.0137,32.6811,602840,15.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.16,0.97,False,Seasonal,4,5.0,8.0,3.303,0.98,False,Seasonal,-1,0.724,False,False,False,False,False,True,False
"Albany, United States",Albany,United States,42.6664,-73.7987,42.6664,602242,75.0,Temperate,Invasion Front,3,6.0,8.0,1.737,0.611,False,Marginal,4,5.0,8.0,2.466,0.843,False,Seasonal,1,0.773,False,False,True,False,False,False,True
"Bacolod, Philippines",Bacolod,Philippines,10.6765,122.9509,10.6765,600783,11.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.307,0.995,True,Extended,12,1.0,12.0,10.115,0.92,False,Extended,0,0.524,False,True,False,False,True,False,False
"Bamenda, Cameroon",Bamenda,Cameroon,5.9614,10.1517,5.9614,600000,1241.0,Tropics,Year-Round Suitability,9,1.0,12.0,4.359,0.538,False,Seasonal,12,1.0,12.0,7.251,0.775,False,Extended,3,0.213,False,False,False,False,True,False,False
"Bafoussam, Cameroon",Bafoussam,Cameroon,5.4667,10.4167,5.4667,600000,1484.0,Tropics,Year-Round Suitability,12,1.0,12.0,5.748,0.617,False,Seasonal,12,1.0,12.0,8.445,0.84,False,Extended,0,0.37,False,False,False,False,True,False,False
"Garoua, Cameroon",Garoua,Cameroon,9.3,13.4,9.3,600000,193.0,Tropics,Standard,6,5.0,10.0,5.583,0.996,False,Seasonal,5,6.0,10.0,4.774,0.877,False,Seasonal,-1,0.953,False,False,False,False,False,False,False
"Raurkela, India",Raurkela,India,22.2492,84.8828,22.2492,600000,215.0,Tropics,Tropical Hotspot,10,1.0,12.0,7.146,0.991,False,Extended,9,1.0,12.0,5.56,0.794,False,Extended,-1,0.781,False,True,False,False,False,False,False
"Haifa, Israel",Haifa,Israel,32.8192,34.9992,32.8192,600000,14.0,Subtropics,Emerging Suitability,7,5.0,11.0,5.392,0.971,False,Seasonal,4,5.0,8.0,3.518,0.955,False,Seasonal,-3,0.79,False,False,False,False,False,True,False
"Tunis, Tunisia",Tunis,Tunisia,36.8064,10.1817,36.8064,599368,5.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.27,0.855,False,Seasonal,4,5.0,8.0,2.832,0.901,True,Seasonal,-2,1.241,False,False,False,True,False,True,False
"Tumkūr, India",Tumkūr,India,13.34,77.1,13.34,599078,817.0,Tropics,Tropical Hotspot,12,1.0,12.0,7.715,0.852,False,Extended,12,1.0,12.0,9.273,0.986,False,Extended,0,0.684,False,True,False,False,True,False,False
"Balikpapan, Indonesia",Balikpapan,Indonesia,-1.2768,116.8277,1.2768,598043,9.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.796,0.994,True,Extended,12,1.0,12.0,9.576,0.822,False,Extended,0,0.505,False,True,False,False,True,False,False
"Somolu, Nigeria",Somolu,Nigeria,6.5408,3.3872,6.5408,597400,13.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.12,1.0,False,Extended,12,1.0,12.0,9.996,0.969,False,Extended,0,0.414,False,True,False,False,True,False,False
"Şanlıurfa, Turkey",Şanlıurfa,Turkey,37.1583,38.7917,37.1583,596637,520.0,Subtropics,Standard,3,5.0,10.0,1.263,0.415,False,Marginal,1,5.0,5.0,0.769,0.606,False,Marginal,-2,3.182,False,False,False,False,False,False,False
"Dortmund, Germany",Dortmund,Germany,51.5139,7.4653,51.5139,595471,95.0,Temperate,Standard,0,,,0.653,0.284,False,Minimal,3,6.0,8.0,1.647,0.549,False,Marginal,3,0.58,False,False,False,False,False,False,False
"Al Mukallā, Yemen",Al Mukallā,Yemen,14.5333,49.1333,14.5333,594951,27.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.37,0.935,False,Extended,12,1.0,12.0,8.617,0.975,False,Extended,0,1.232,False,True,False,False,True,False,False
"Xinji, China",Xinji,China,37.943,115.218,37.943,594628,42.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.536,0.928,False,Seasonal,4,5.0,8.0,2.486,0.665,False,Seasonal,-1,1.271,False,False,False,False,False,True,False
"Melikgazi, Turkey",Melikgazi,Turkey,38.7167,35.5,38.7167,594344,1060.0,Subtropics,Standard,2,7.0,8.0,1.284,0.408,False,Marginal,3,6.0,8.0,1.698,0.572,False,Marginal,1,1.444,False,False,False,False,False,False,False
"Kagoshima, Japan",Kagoshima,Japan,31.5969,130.5572,31.5969,593754,10.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.65,0.975,False,Seasonal,4,5.0,8.0,3.331,0.939,False,Seasonal,-2,0.679,False,False,False,False,False,True,False
"Wenchang, China",Wenchang,China,31.0358,116.9367,31.0358,593629,38.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.297,0.968,False,Seasonal,4,5.0,8.0,3.447,0.961,True,Seasonal,-1,0.752,False,False,False,True,False,True,False
"Sihui, China",Sihui,China,23.3265,112.7338,23.3265,593400,8.0,Tropics,Standard,8,4.0,11.0,6.702,0.962,True,Seasonal,8,4.0,11.0,5.847,0.87,True,Seasonal,0,0.789,False,False,False,False,False,False,False
"Irapuato, Mexico",Irapuato,Mexico,20.6667,-101.35,20.6667,592953,1717.0,Tropics,Standard,7,4.0,10.0,3.875,0.534,True,Seasonal,10,2.0,11.0,5.909,0.731,False,Extended,3,1.01,False,False,False,False,False,False,False
"Dublin, Ireland",Dublin,Ireland,53.3497,-6.2603,53.3497,592713,13.0,Temperate,Standard,0,,,0.012,0.012,False,Minimal,1,7.0,7.0,0.772,0.304,False,Marginal,1,0.324,False,False,False,False,False,False,False
"Al Maḩallah al Kubrá, Egypt",Al Maḩallah al Kubrá,Egypt,30.9667,31.1667,30.9667,592573,9.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,5.27,0.778,False,Seasonal,5,4.0,8.0,2.848,0.752,True,Seasonal,-3,1.471,False,False,False,True,False,True,False
"Sialkot City, Pakistan",Sialkot City,Pakistan,32.4925,74.5311,32.4925,591668,250.0,Subtropics,Standard,6,3.0,10.0,4.538,0.928,False,Seasonal,2,7.0,8.0,1.521,0.569,False,Marginal,-4,1.539,False,False,False,False,False,False,False
"Vladivostok, Russia",Vladivostok,Russia,43.115,131.8853,43.115,591628,8.0,Temperate,Standard,1,8.0,8.0,1.002,0.48,False,Marginal,2,7.0,8.0,1.368,0.65,False,Marginal,1,0.207,False,False,False,False,False,False,False
"Pereira, Colombia",Pereira,Colombia,4.8143,-75.6946,4.8143,590554,1423.0,Tropics,Year-Round Suitability,12,1.0,12.0,4.412,0.387,False,Marginal,12,1.0,12.0,7.486,0.641,False,Seasonal,0,0.299,False,False,False,False,True,False,False
"Gaza, Gaza Strip",Gaza,Gaza Strip,31.5069,34.456,31.5069,590481,35.0,Subtropics,Emerging Suitability,8,4.0,11.0,6.015,0.951,False,Seasonal,4,5.0,8.0,3.567,0.932,False,Seasonal,-4,1.018,False,False,False,False,False,True,False
"Reynosa, Mexico",Reynosa,Mexico,26.0922,-98.2778,26.0922,589466,48.0,Subtropics,Mediterranean Pattern,10,2.0,11.0,6.65,0.874,True,Extended,5,4.0,8.0,3.951,0.833,True,Seasonal,-5,1.471,False,False,False,True,False,True,False
"Zāhedān, Iran",Zāhedān,Iran,29.5025,60.8558,29.5025,587730,1384.0,Subtropics,Standard,0,,,0.852,0.265,False,Minimal,0,,,0.533,0.268,False,Minimal,0,3.308,False,False,False,False,False,False,False
"Essen, Germany",Essen,Germany,51.4508,7.0131,51.4508,586608,88.0,Temperate,Standard,1,7.0,7.0,0.764,0.323,False,Marginal,3,6.0,8.0,1.78,0.584,False,Marginal,2,0.618,False,False,False,False,False,False,False
"Cimahi, Indonesia",Cimahi,Indonesia,-6.8712,107.5548,6.8712,586580,794.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.229,0.805,True,Extended,12,1.0,12.0,11.724,0.997,True,Extended,0,0.405,False,True,False,False,True,False,False
"Wenlan, China",Wenlan,China,23.3961,103.3649,23.3961,585976,1309.0,Tropics,Standard,6,4.0,9.0,3.584,0.624,False,Seasonal,6,4.0,9.0,5.082,0.854,False,Seasonal,0,0.588,False,False,False,False,False,False,False
"Itabashi, Japan",Itabashi,Japan,35.7667,139.6833,35.7667,584483,24.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.789,0.984,False,Seasonal,4,5.0,8.0,2.995,0.895,False,Seasonal,-1,0.749,False,False,False,False,False,True,False
"Shah Alam, Malaysia",Shah Alam,Malaysia,3.0667,101.55,3.0667,584340,6.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.295,0.987,False,Extended,12,1.0,12.0,9.182,0.835,False,Extended,0,0.907,False,True,False,False,True,False,False
"Suginami-ku, Japan",Suginami-ku,Japan,35.6994,139.6364,35.6994,583609,50.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.789,0.984,False,Seasonal,4,5.0,8.0,2.992,0.895,False,Seasonal,-1,0.749,False,False,False,False,False,True,False
"Jaboatão dos Guararapes, Brazil",Jaboatão dos Guararapes,Brazil,-8.1128,-35.015,8.1128,581556,45.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.778,0.995,True,Extended,12,1.0,12.0,10.64,0.984,True,Extended,0,0.921,False,True,False,False,True,False,False
"Vilnius, Lithuania",Vilnius,Lithuania,54.6872,25.28,54.6872,581475,104.0,Temperate,Standard,0,,,0.569,0.274,False,Minimal,3,6.0,8.0,1.517,0.54,False,Marginal,3,0.568,False,False,False,False,False,False,False
"Kingston, Jamaica",Kingston,Jamaica,17.9714,-76.7931,17.9714,580000,15.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.309,0.984,False,Extended,12,1.0,12.0,10.558,0.951,False,Extended,0,0.714,False,True,False,False,True,False,False
"Al Mafraq, Jordan",Al Mafraq,Jordan,32.3399,36.2052,32.3399,580000,705.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,3.174,0.6,False,Seasonal,4,5.0,8.0,2.362,0.61,True,Seasonal,-2,1.779,False,False,False,True,False,True,False
"Aţ Ţā’if, Saudi Arabia",Aţ Ţā’if,Saudi Arabia,21.2667,40.4167,21.2667,579970,1669.0,Tropics,Standard,5,3.0,11.0,2.411,0.435,False,Seasonal,7,2.0,12.0,3.21,0.575,False,Seasonal,2,2.965,False,False,False,False,False,False,False
"Port Sudan, Sudan",Port Sudan,Sudan,19.6158,37.2164,19.6158,579942,10.0,Tropics,Standard,8,1.0,12.0,5.892,0.972,False,Seasonal,7,1.0,12.0,5.535,0.864,False,Seasonal,-1,2.841,False,False,False,False,False,False,False
"Nha Trang, Vietnam",Nha Trang,Vietnam,12.245,109.1917,12.245,579000,10.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.336,0.967,False,Extended,12,1.0,12.0,9.805,0.988,False,Extended,0,0.809,False,True,False,False,True,False,False
"Tuxtla, Mexico",Tuxtla,Mexico,16.7528,-93.1167,16.7528,578830,538.0,Tropics,Tropical Hotspot,12,1.0,12.0,6.74,0.738,False,Extended,12,1.0,12.0,9.374,0.957,False,Extended,0,0.505,False,True,False,False,True,False,False
"Bakersfield, United States",Bakersfield,United States,35.3529,-119.0359,35.3529,578542,121.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,2.876,0.558,False,Seasonal,4,5.0,8.0,2.181,0.649,True,Seasonal,-1,1.792,False,False,False,True,False,True,False
"Dehra Dūn, India",Dehra Dūn,India,30.345,78.029,30.345,578420,680.0,Subtropics,Emerging Suitability,8,3.0,10.0,5.22,0.967,False,Seasonal,5,4.0,8.0,3.016,0.838,False,Seasonal,-3,0.876,False,False,False,False,False,True,False
"Bremen, Germany",Bremen,Germany,53.0758,8.8072,53.0758,577026,17.0,Temperate,Standard,0,,,0.609,0.271,False,Minimal,3,6.0,8.0,1.584,0.537,False,Marginal,3,0.559,False,False,False,False,False,False,False
"Fu’an, China",Fu’an,China,27.1,119.6333,27.1,577000,38.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.979,0.973,False,Seasonal,5,4.0,8.0,4.088,0.934,True,Seasonal,-1,0.676,False,False,False,True,False,True,False
"Mymensingh, Bangladesh",Mymensingh,Bangladesh,24.7504,90.38,24.7504,576927,14.0,Subtropics,Emerging Suitability,11,2.0,12.0,8.838,0.97,False,Extended,8,3.0,11.0,5.617,0.8,False,Seasonal,-3,0.584,False,False,False,False,False,True,False
"Hachiōji, Japan",Hachiōji,Japan,35.6664,139.316,35.6664,575721,129.0,Subtropics,Emerging Suitability,4,6.0,9.0,2.677,0.813,False,Seasonal,4,5.0,8.0,2.858,0.959,False,Seasonal,0,0.539,False,False,False,False,False,True,False
"Iloilo, Philippines",Iloilo,Philippines,10.72,122.57,10.72,574000,8.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.42,0.996,False,Extended,12,1.0,12.0,9.77,0.897,False,Extended,0,0.543,False,True,False,False,True,False,False
"Puente Alto, Chile",Puente Alto,Chile,-33.6167,-70.5667,33.6167,573935,700.0,Subtropics,Standard,0,,,0.554,0.233,False,Minimal,3,1.0,12.0,1.432,0.503,False,Marginal,3,0.867,False,False,False,False,False,False,False
"Botou, China",Botou,China,38.0833,116.5833,38.0833,573842,16.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.585,0.92,False,Seasonal,4,5.0,8.0,2.689,0.725,False,Seasonal,-1,1.164,False,False,False,False,False,True,False
"Rabat, Morocco",Rabat,Morocco,34.0209,-6.8416,34.0209,572717,19.0,Subtropics,Emerging Suitability,6,5.0,10.0,3.745,0.748,False,Seasonal,4,5.0,8.0,3.282,0.927,False,Seasonal,-2,0.738,False,False,False,False,False,True,False
"Sincan, Turkey",Sincan,Turkey,39.9594,32.5767,39.9594,572609,816.0,Subtropics,Mediterranean Pattern,3,6.0,8.0,1.667,0.447,False,Marginal,4,5.0,8.0,1.932,0.603,True,Seasonal,1,1.637,False,False,False,True,False,True,False
"Kabinda, Congo (Kinshasa)",Kabinda,Congo (Kinshasa),-6.13,24.48,6.13,572000,810.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.145,0.785,True,Extended,12,1.0,12.0,10.308,0.965,True,Extended,0,0.459,False,True,False,False,True,False,False
"Kottayam, India",Kottayam,India,9.5916,76.5222,9.5916,571856,29.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.907,0.976,True,Extended,12,1.0,12.0,9.247,0.868,False,Extended,0,0.341,False,True,False,False,True,False,False
"Kahramanmaraş, Turkey",Kahramanmaraş,Turkey,37.5833,36.9333,37.5833,571266,594.0,Subtropics,Mediterranean Pattern,4,6.0,9.0,2.582,0.543,True,Seasonal,4,5.0,8.0,2.043,0.703,True,Seasonal,0,1.773,False,False,False,True,False,True,False
"Shibīn al Qanāţir, Egypt",Shibīn al Qanāţir,Egypt,30.3127,31.3202,30.3127,570868,19.0,Subtropics,Emerging Suitability,8,4.0,11.0,4.493,0.647,False,Seasonal,5,4.0,8.0,2.284,0.6,False,Seasonal,-3,1.809,False,False,False,False,False,True,False
"Tonalá, Mexico",Tonalá,Mexico,20.6167,-103.2333,20.6167,569913,1605.0,Tropics,Year-Round Suitability,8,3.0,10.0,4.571,0.618,False,Seasonal,12,1.0,12.0,6.51,0.824,False,Extended,4,0.838,False,False,False,False,True,False,False
"Abū Ḩummuş, Egypt",Abū Ḩummuş,Egypt,31.0931,30.3142,31.0931,569157,4.0,Subtropics,Emerging Suitability,8,4.0,11.0,5.717,0.94,False,Seasonal,4,5.0,8.0,3.488,0.83,False,Seasonal,-4,1.128,False,False,False,False,False,True,False
"Irbid, Jordan",Irbid,Jordan,32.55,35.85,32.55,569068,568.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.023,0.74,False,Seasonal,4,5.0,8.0,2.71,0.703,True,Seasonal,-2,1.548,False,False,False,True,False,True,False
"Jin’e, China",Jin’e,China,29.3394,105.2875,29.3394,568900,369.0,Subtropics,Emerging Suitability,7,4.0,10.0,4.79,0.937,False,Seasonal,5,4.0,8.0,3.819,0.937,False,Seasonal,-2,0.887,False,False,False,False,False,True,False
"Macau, Macau",Macau,Macau,22.2006,113.5461,22.2006,568700,18.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.432,0.945,True,Extended,10,3.0,12.0,6.759,0.863,True,Extended,1,0.663,False,True,False,False,False,False,False
"Xinxing, China",Xinxing,China,39.8667,124.15,39.8667,568566,6.0,Subtropics,Standard,3,7.0,9.0,2.156,0.752,False,Marginal,3,6.0,8.0,2.232,0.858,False,Marginal,0,0.331,False,False,False,False,False,False,False
"Surrey, Canada",Surrey,Canada,49.19,-122.8489,49.19,568322,84.0,Temperate,Standard,0,,,0.406,0.204,False,Minimal,2,7.0,8.0,1.287,0.475,False,Marginal,2,0.53,False,False,False,False,False,False,False
"Yaroslavl, Russia",Yaroslavl,Russia,57.6167,39.85,57.6167,567443,89.0,Temperate,Standard,1,7.0,7.0,0.514,0.303,False,Marginal,3,6.0,8.0,1.439,0.566,False,Marginal,2,0.559,False,False,False,False,False,False,False
"Qionghu, China",Qionghu,China,28.945,112.598,28.945,567159,31.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.689,0.957,True,Seasonal,5,4.0,8.0,3.526,0.892,True,Seasonal,-1,0.908,False,False,False,True,False,True,False
"Dresden, Germany",Dresden,Germany,51.05,13.74,51.05,566222,113.0,Temperate,Standard,0,,,0.623,0.275,False,Minimal,3,6.0,8.0,1.585,0.54,False,Marginal,3,0.608,False,False,False,False,False,False,False
"Xinmin, China",Xinmin,China,41.997,122.823,41.997,565634,36.0,Temperate,Invasion Front,3,6.0,8.0,2.778,0.858,False,Marginal,4,5.0,8.0,3.076,0.935,False,Seasonal,1,0.906,False,False,True,False,False,False,True
"New Haven, United States",New Haven,United States,41.3113,-72.9246,41.3113,565056,15.0,Temperate,Standard,4,6.0,9.0,1.977,0.647,False,Seasonal,3,6.0,8.0,2.34,0.875,False,Marginal,-1,0.645,False,False,False,False,False,False,False
"Antwerp, Belgium",Antwerp,Belgium,51.2178,4.4003,51.2178,565039,12.0,Temperate,Standard,1,7.0,7.0,0.744,0.304,False,Marginal,3,6.0,8.0,1.74,0.567,False,Marginal,2,0.56,False,False,False,False,False,False,False
"Kuiju, China",Kuiju,China,36.8667,119.4,36.8667,564501,9.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.539,0.972,False,Seasonal,4,5.0,8.0,3.098,0.903,False,Seasonal,-1,0.921,False,False,False,False,False,True,False
"Āsansol, India",Āsansol,India,23.68,86.99,23.68,563917,110.0,Subtropics,Emerging Suitability,10,2.0,11.0,7.174,0.939,False,Extended,9,2.0,11.0,4.88,0.701,False,Extended,-1,0.769,False,False,False,False,False,True,False
"Bokaro Steel City, India",Bokaro Steel City,India,23.67,86.15,23.67,563417,214.0,Subtropics,Emerging Suitability,8,2.0,11.0,6.614,0.953,False,Seasonal,7,2.0,11.0,4.598,0.733,False,Seasonal,-1,0.845,False,False,False,False,False,True,False
"Jieshou, China",Jieshou,China,33.257,115.3746,33.257,561956,37.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.224,0.981,False,Seasonal,4,5.0,8.0,3.185,0.812,True,Seasonal,-1,0.953,False,False,False,True,False,True,False
"Bello, Colombia",Bello,Colombia,6.3333,-75.5667,6.3333,561955,1487.0,Tropics,Year-Round Suitability,0,,,2.23,0.216,False,Minimal,12,1.0,12.0,5.522,0.487,True,Seasonal,12,0.42,False,False,False,False,True,False,False
"Kolhāpur, India",Kolhāpur,India,16.6917,74.2333,16.6917,561489,562.0,Tropics,Tropical Hotspot,12,1.0,12.0,7.812,0.87,False,Extended,12,1.0,12.0,8.943,0.966,False,Extended,0,0.487,False,True,False,False,True,False,False
"Wencheng, China",Wencheng,China,19.617,110.7551,19.617,560894,15.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.965,0.966,False,Extended,12,1.0,12.0,8.568,0.881,False,Extended,0,0.752,False,True,False,False,True,False,False
"Miluo Chengguanzhen, China",Miluo Chengguanzhen,China,28.761,113.16,28.761,560725,61.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.633,0.925,True,Seasonal,5,4.0,8.0,3.58,0.875,True,Seasonal,-1,0.93,False,False,False,True,False,True,False
"Lanxi, China",Lanxi,China,29.208,119.458,29.208,560514,39.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.397,0.874,True,Seasonal,5,4.0,8.0,3.305,0.921,True,Seasonal,-1,1.088,False,False,False,True,False,True,False
"Zhenzhou, China",Zhenzhou,China,32.2723,119.1848,32.2723,560258,8.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.176,0.96,False,Seasonal,4,5.0,8.0,3.322,0.984,False,Seasonal,-1,0.752,False,False,False,False,False,True,False
"Des Moines, United States",Des Moines,United States,41.5725,-93.6105,41.5725,560170,241.0,Temperate,Invasion Front,4,6.0,9.0,2.505,0.77,False,Seasonal,4,5.0,8.0,2.964,0.985,False,Seasonal,0,0.854,False,False,True,False,False,False,False
"Nava Raipur, India",Nava Raipur,India,21.161,81.787,21.161,560000,310.0,Tropics,Tropical Hotspot,10,1.0,12.0,6.491,0.996,False,Extended,8,1.0,12.0,5.535,0.806,False,Seasonal,-2,1.094,False,True,False,False,False,False,False
"Gaizhou, China",Gaizhou,China,40.4,122.35,40.4,559271,9.0,Temperate,Invasion Front,4,6.0,9.0,2.799,0.843,False,Seasonal,4,5.0,8.0,2.854,0.949,False,Seasonal,0,0.664,False,False,True,False,False,False,False
"Leling, China",Leling,China,37.73,117.232,37.73,559166,14.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.564,0.922,False,Seasonal,4,5.0,8.0,2.772,0.742,False,Seasonal,-1,1.128,False,False,False,False,False,True,False
"Genoa, Italy",Genoa,Italy,44.4072,8.934,44.4072,558745,35.0,Temperate,Standard,3,6.0,8.0,1.53,0.515,False,Marginal,3,6.0,8.0,2.32,0.742,False,Marginal,0,0.614,False,False,False,False,False,False,False
"Ensenada, Mexico",Ensenada,Mexico,31.8578,-116.6058,31.8578,557430,18.0,Subtropics,Emerging Suitability,5,6.0,10.0,2.82,0.656,False,Seasonal,4,5.0,8.0,2.908,0.836,False,Seasonal,-1,0.975,False,False,False,False,False,True,False
"Herāt, Afghanistan",Herāt,Afghanistan,34.3419,62.2031,34.3419,556205,925.0,Subtropics,Standard,1,5.0,5.0,1.244,0.348,False,Marginal,1,5.0,5.0,0.918,0.483,False,Marginal,0,2.712,False,False,False,False,False,False,False
"Uyo, Nigeria",Uyo,Nigeria,5.0333,7.9275,5.0333,554906,73.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.858,0.989,False,Extended,12,1.0,12.0,10.532,0.99,False,Extended,0,0.306,False,True,False,False,True,False,False
"Hamadān, Iran",Hamadān,Iran,34.8064,48.5161,34.8064,554406,1788.0,Subtropics,Standard,0,,,0.822,0.27,False,Minimal,2,5.0,6.0,0.923,0.372,False,Marginal,2,2.533,False,False,False,False,False,False,False
"Chiclayo, Peru",Chiclayo,Peru,-6.763,-79.8366,6.763,552508,33.0,Tropics,Tropical Hotspot,12,1.0,12.0,7.228,0.883,False,Extended,12,1.0,12.0,9.394,0.997,False,Extended,0,0.999,False,True,False,False,True,False,False
"Surakarta, Indonesia",Surakarta,Indonesia,-7.5667,110.8167,7.5667,552118,98.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.338,0.906,False,Extended,12,1.0,12.0,11.184,0.973,False,Extended,0,0.462,False,True,False,False,True,False,False
"Ajmer, India",Ajmer,India,26.4499,74.6399,26.4499,551101,477.0,Subtropics,Standard,6,3.0,11.0,4.048,0.937,False,Seasonal,2,7.0,8.0,1.952,0.743,False,Marginal,-4,1.701,False,False,False,False,False,False,False
"Braunschweig, Germany",Braunschweig,Germany,52.2667,10.5167,52.2667,551000,73.0,Temperate,Standard,0,,,0.686,0.298,False,Minimal,3,6.0,8.0,1.665,0.561,False,Marginal,3,0.632,False,False,False,False,False,False,False
"Nānded, India",Nānded,India,19.15,77.3,19.15,550439,355.0,Tropics,Tropical Hotspot,9,1.0,12.0,6.41,0.975,False,Extended,8,1.0,12.0,6.011,0.85,False,Seasonal,-1,1.209,False,True,False,False,False,False,False
"Wuhai, China",Wuhai,China,39.655,106.794,39.655,550000,1092.0,Subtropics,Emerging Suitability,3,6.0,8.0,1.629,0.477,False,Marginal,4,5.0,8.0,1.804,0.534,False,Seasonal,1,1.797,False,False,False,False,False,True,False
"Palma, Spain",Palma,Spain,39.5667,2.65,39.5667,550000,28.0,Subtropics,Emerging Suitability,6,5.0,10.0,3.942,0.915,False,Seasonal,4,5.0,8.0,2.967,0.907,False,Seasonal,-2,0.965,False,False,False,False,False,True,False
"Rustenburg, South Africa",Rustenburg,South Africa,-25.6667,27.2428,25.6667,549575,1172.0,Subtropics,Emerging Suitability,6,1.0,12.0,3.816,0.636,False,Seasonal,6,1.0,12.0,4.448,0.847,False,Seasonal,0,1.128,False,False,False,False,False,True,False
"Amrāvati, India",Amrāvati,India,20.9258,77.7647,20.9258,549370,346.0,Tropics,Standard,8,1.0,12.0,6.26,0.992,False,Seasonal,8,1.0,12.0,5.517,0.85,False,Seasonal,0,1.175,False,False,False,False,False,False,False
"Lisbon, Portugal",Lisbon,Portugal,38.7122,-9.134,38.7122,548703,48.0,Subtropics,Emerging Suitability,4,6.0,9.0,2.064,0.491,False,Seasonal,4,5.0,8.0,2.245,0.693,False,Seasonal,0,0.631,False,False,False,False,False,True,False
"Yanji, China",Yanji,China,42.9,129.5,42.9,548700,176.0,Temperate,Standard,2,7.0,8.0,1.213,0.499,False,Marginal,3,6.0,8.0,2.038,0.742,False,Marginal,1,0.487,False,False,False,False,False,False,False
"The Hague, Netherlands",The Hague,Netherlands,52.08,4.31,52.08,548320,9.0,Temperate,Standard,0,,,0.569,0.245,False,Minimal,3,6.0,8.0,1.504,0.514,False,Marginal,3,0.459,False,False,False,False,False,False,False
"Hannover, Germany",Hannover,Germany,52.3667,9.7167,52.3667,548186,60.0,Temperate,Standard,0,,,0.678,0.295,False,Minimal,3,6.0,8.0,1.656,0.558,False,Marginal,3,0.618,False,False,False,False,False,False,False
